year,countries,region,hf_score,ef_score,population
2012UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2012,"1,152,873,465","1,118,415,593",
2013UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2013,"1,160,964,297","1,126,648,139",
2014UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2014,"1,168,894,688","1,134,794,441",
2015UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2015,"1,176,603,156","1,142,745,153",
2016UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2016,"1,184,068,806","1150468,12",
2017UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2017,"1,191,273,736","1,157,960,469",
2018UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2018,"1,198,163,659","1,165,176,922",
2019UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2019,"1,204,677,671","1,172,073,343",
2020UNICEF Regions: East Asia and Pacific,UNICEF Regions: East Asia and Pacific,2020,"1,210,770,772","1,178,616,518",
2001UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2001,"190,011,092","207,101,305",
2002UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2002,"190,022,962","207,257,225",
2003UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2003,"190,088,993","207,478,107",
2004UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2004,"190,221,692","207770,15",
2005UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2005,"190433,08","208,139,533",
2006UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2006,"190,725,295","208,587,371",
2007UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2007,"191,108,142","209120,87",
2008UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2008,"191,608,317","209757,32",
2009UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2009,"192,257,606","210,517,255",
2010UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2010,"193,073,516","211,410,278",
2011UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2011,"194,062,193","212,439,189",
2012UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2012,"195,201,874","213,584,727",
2013UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2013,"196,445,427","214,805,687",
2014UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2014,"197,728,309","216,046,705",
2015UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2015,"198,997,353","217,262,108",
2016UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2016,"200,240,216","218,440,467",
2017UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2017,"201,449,621","219,574,988",
2018UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2018,"202,583,885","220631,1",
2019UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2019,"203,595,887","221,570,169",
2020UNICEF Regions: Eastern Europe and Central Asia,UNICEF Regions: Eastern Europe and Central Asia,2020,"204,453,698","222,366,204",
2001UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2001,"178,988,177","182,596,921",
2002UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2002,"183,570,559","187,299,977",
2003UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2003,"188,260,623","192,106,403",
2004UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2004,"193,085,313","197,047,614",
2005UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2005,"198,065,876","202,147,333",
2006UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2006,"203,207,083","207,412,701",
2007UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2007,"208,509,065","212,841,453",
2008UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2008,"213,982,684","218,435,749",
2009UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2009,"219,639,127","224,194,996",
2010UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2010,"225,484,842","230,117,635",
2011UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2011,"231,524,401","236,205,406",
2012UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2012,"237,752,255","242,456,644",
2013UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2013,"244,150,886","248,861,243",
2014UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2014,"250,695,601","255,405,197",
2015UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2015,"257,366,557","262,077,101",
2016UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2016,"264,158,052","268,873,293",
2017UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2017,"271,068,892","275,791,789",
2018UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2018,"278,089,378","282,824,822",
2019UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2019,"285,209,506","289,963,867",
2020UNICEF Regions: Eastern and Southern Africa,UNICEF Regions: Eastern and Southern Africa,2020,"292422,08","297,202,682",
2001UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2001,"416,629,027","445,704,585",
2002UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2002,"417673,56","446766,1",
2003UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2003,"418,891,743","448,003,759",
2004UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2004,"420,215,871","449,363,184",
2005UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2005,"421,596,383","450,802,544",
2006UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2006,"423,023,769","452315,99",
2007UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2007,"424,517,352","453,914,497",
2008UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2008,"426,088,479","455,590,081",
2009UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2009,"427,755,535","457,335,214",
2010UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2010,"429527,4","459,139,169",
2011UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2011,"431,392,871","460,986,875",
2012UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2012,"433,329,622","462,859,921",
2013UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2013,"435,319,675","464,739,499",
2014UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2014,"437,340,975","466,604,879",
2015UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2015,"439368,17","468,433,682",
2016UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2016,"441,402,989","470,224,431",
2017UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2017,"443,420,322","471956,86",
2018UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2018,"445,336,386","473,568,248",
2019UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2019,"447,044,853","474,980,463",
2020UNICEF Regions: Europe and Central Asia,UNICEF Regions: Europe and Central Asia,2020,"448,472,425","476,140,558",
2001UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2001,"261,327,364","267,885,795",
2002UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2002,"264,802,656","271,638,919",
2003UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2003,"268215,21","275328,92",
2004UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2004,"271,589,912","278965,33",
2005UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2005,"274,944,992","282,555,989",
2006UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2006,"278,284,492","286,100,225",
2007UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2007,"281,603,462","289,598,427",
2008UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2008,"284,900,819","293,061,846",
2009UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2009,"288,172,909","296504,62",
2010UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2010,"291,416,322","299,936,023",
2011UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2011,"294632,83","303,361,871",
2012UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2012,"297,822,222","306,777,235",
2013UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2013,"300,976,113","310,167,822",
2014UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2014,"304,083,531","313512,95",
2015UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2015,"307,136,689","316,797,437",
2016UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2016,"310,129,852","320,014,692",
2017UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2017,"313,064,971","323,168,161",
2018UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2018,"315,951,503","326,265,206",
2019UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2019,"318,803,128","329,317,828",
2020UNICEF Regions: Latin America and Caribbean,UNICEF Regions: Latin America and Caribbean,2020,"321,628,754","332,333,578",
2001UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2001,"163,656,712","156,784,887",
2002UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2002,"166,876,151","159,610,531",
2003UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2003,"170241,97","162,475,365",
2004UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2004,"173,793,301","165,450,318",
2005UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2005,"177,552,295","168,584,931",
2006UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2006,"181,539,004","171,898,984",
2007UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2007,"185,733,337","175,374,879",
2008UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2008,"190,065,701","178,977,163",
2009UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2009,"194,439,117","182,651,613",
2010UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2010,"198,780,141","186355,67",
2011UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2011,"203,064,011","190,084,335",
2012UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2012,"207,300,045","193,841,947",
2013UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2013,"211,490,723","197,605,652",
2014UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2014,"215,650,057","201,349,764",
2015UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2015,"219,788,484","205,057,911",
2016UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2016,"223,894,003","208707,85",
2017UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2017,"227,957,254","212,305,218",
2018UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2018,"231,995,011","215,895,662",
2019UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2019,"236,031,517","219,544,307",
2020UNICEF Regions: Middle East and North Africa,UNICEF Regions: Middle East and North Africa,2020,"240,081,295","223,293,659",
2001UNICEF Regions: North America,UNICEF Regions: North America,2001,"155,614,147","160,001,838",
2002UNICEF Regions: North America,UNICEF Regions: North America,2002,"157,138,993","161,446,956",
2003UNICEF Regions: North America,UNICEF Regions: North America,2003,"158,598,763","162,833,643",
2004UNICEF Regions: North America,UNICEF Regions: North America,2004,"160,062,588","164,236,707",
2005UNICEF Regions: North America,UNICEF Regions: North America,2005,"161,579,036","165,708,108",
2006UNICEF Regions: North America,UNICEF Regions: North America,2006,"163,161,138","167,264,201",
2007UNICEF Regions: North America,UNICEF Regions: North America,2007,"164,787,541","168,880,953",
2008UNICEF Regions: North America,UNICEF Regions: North America,2008,"166431,26","170,521,462",
2009UNICEF Regions: North America,UNICEF Regions: North America,2009,"168,051,323","172,131,082",
2010UNICEF Regions: North America,UNICEF Regions: North America,2010,"169,617,385","173,670,037",
2011UNICEF Regions: North America,UNICEF Regions: North America,2011,"171,123,108","175,128,053",
2012UNICEF Regions: North America,UNICEF Regions: North America,2012,"172,576,224","176,517,157",
2013UNICEF Regions: North America,UNICEF Regions: North America,2013,"173,977,317","177,846,718",
2014UNICEF Regions: North America,UNICEF Regions: North America,2014,"175,330,483","179,133,771",
2015UNICEF Regions: North America,UNICEF Regions: North America,2015,"176639,49","180,391,555",
2016UNICEF Regions: North America,UNICEF Regions: North America,2016,"177,903,315","181621,32",
2017UNICEF Regions: North America,UNICEF Regions: North America,2017,"179,121,903","182,820,344",
2018UNICEF Regions: North America,UNICEF Regions: North America,2018,"180,301,919","183,994,075",
2019UNICEF Regions: North America,UNICEF Regions: North America,2019,"181,452,303","185,148,641",
2020UNICEF Regions: North America,UNICEF Regions: North America,2020,"182,580,522","186,289,122",
2001UNICEF Regions: South Asia,UNICEF Regions: South Asia,2001,"734,287,675","682535,32",
2002UNICEF Regions: South Asia,UNICEF Regions: South Asia,2002,"747,687,242","694,956,802",
2003UNICEF Regions: South Asia,UNICEF Regions: South Asia,2003,"761,011,106","707,313,317",
2004UNICEF Regions: South Asia,UNICEF Regions: South Asia,2004,"774,177,254","719,580,592",
2005UNICEF Regions: South Asia,UNICEF Regions: South Asia,2005,"787,123,242","731,738,304",
2006UNICEF Regions: South Asia,UNICEF Regions: South Asia,2006,"799,833,027","743,777,659",
2007UNICEF Regions: South Asia,UNICEF Regions: South Asia,2007,"812,311,741","755,691,434",
2008UNICEF Regions: South Asia,UNICEF Regions: South Asia,2008,"824,546,672","767,464,143",
2009UNICEF Regions: South Asia,UNICEF Regions: South Asia,2009,"836,530,392","779,079,795",
2010UNICEF Regions: South Asia,UNICEF Regions: South Asia,2010,"848,264,325","790,528,602",
2011UNICEF Regions: South Asia,UNICEF Regions: South Asia,2011,"859,732,708","801799,45",
2012UNICEF Regions: South Asia,UNICEF Regions: South Asia,2012,"870,950,799","812,897,252",
2013UNICEF Regions: South Asia,UNICEF Regions: South Asia,2013,"881,990,653","823,848,945",
2014UNICEF Regions: South Asia,UNICEF Regions: South Asia,2014,"892,949,656","834,692,878",
2015UNICEF Regions: South Asia,UNICEF Regions: South Asia,2015,"903,898,356","845,456,735",
2016UNICEF Regions: South Asia,UNICEF Regions: South Asia,2016,"914,857,904","856,147,699",
2017UNICEF Regions: South Asia,UNICEF Regions: South Asia,2017,"925,810,088","866,757,104",
2018UNICEF Regions: South Asia,UNICEF Regions: South Asia,2018,"936,736,308","877277,47",
2019UNICEF Regions: South Asia,UNICEF Regions: South Asia,2019,"947,602,141","887,695,362",
2020UNICEF Regions: South Asia,UNICEF Regions: South Asia,2020,"958,377,151","897,999,501",
2001UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2001,"340,478,524","344,119,706",
2002UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2002,"349525,5","353,212,435",
2003UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2003,"358,849,254","362,568,934",
2004UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2004,"368,485,242","372,228,877",
2005UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2005,"378,460,716","382,221,801",
2006UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2006,"388,788,137","392,562,104",
2007UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2007,"399,468,712","403248,63",
2008UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2008,"410,503,512","414,274,721",
2009UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2009,"421,888,257","425,625,987",
2010UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2010,"433,618,089","437,290,682",
2011UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2011,"445,693,226","449,266,973",
2012UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2012,"458,110,629","461,555,846",
2013UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2013,"470,856,554","474,149,934",
2014UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2014,"483,912,447","487,040,239",
2015UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2015,"497,262,029","500218,12",
2016UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2016,"510,900,352","513,680,601",
2017UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2017,"524,820,819","527,421,651",
2018UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2018,"539,003,075","541,425,669",
2019UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2019,"553,422,998","555673,65",
2020UNICEF Regions: Sub-Saharan Africa,UNICEF Regions: Sub-Saharan Africa,2020,"568,063,034","570151,84",
2001UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2001,"161,490,347","161,522,785",
2002UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2002,"165,954,941","165,912,458",
2003UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2003,"170,588,631","170,462,531",
2004UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2004,"175,399,929","175,181,263",
2005UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2005,"180394,84","180,074,468",
2006UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2006,"185,581,054","185,149,403",
2007UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2007,"190,959,647","190,407,177",
2008UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2008,"196,520,828","195,838,972",
2009UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2009,"202249,13","201,430,991",
2010UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2010,"208,133,247","207,173,047",
2011UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2011,"214,168,825","213,061,567",
2012UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2012,"220,358,374","219,099,202",
2013UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2013,"226,705,668","225,288,691",
2014UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2014,"233,216,846","231,635,042",
2015UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2015,"239,895,472","238,141,019",
2016UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2016,"246742,3","244,807,308",
2017UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2017,"253,751,927","251,629,862",
2018UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2018,"260,913,697","258,600,847",
2019UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2019,"268,213,492","265,709,783",
2020UNICEF Regions: West and Central Africa,UNICEF Regions: West and Central Africa,2020,"275,640,954","272,949,158",
2001UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2001,"226,617,935","238603,28",
2002UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2002,"227,650,598","239,508,875",
2003UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2003,"228802,75","240,525,652",
2004UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2004,"229,994,179","241,593,034",
2005UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2005,"231,163,303","242,663,011",
2006UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2006,"232,298,474","243,728,619",
2007UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2007,"233409,21","244,793,627",
2008UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2008,"234,480,162","245,832,761",
2009UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2009,"235,497,929","246,817,959",
2010UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2010,"236,453,884","247,728,891",
2011UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2011,"237,330,678","248,547,686",
2012UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2012,"238,127,748","249,275,194",
2013UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2013,"238,874,248","249,933,812",
2014UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2014,"239,612,666","250,558,174",
2015UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2015,"240,370,817","251,171,574",
2016UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2016,"241,162,773","251,783,964",
2017UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2017,"241,970,701","252,381,872",
2018UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2018,"242,752,501","252,937,148",
2019UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2019,"243,448,966","253,410,294",
2020UNICEF Regions: Western Europe,UNICEF Regions: Western Europe,2020,"244,018,727","253,774,354",
2001UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2001,"3,131,744,191","3,087,234,993",
2002UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2002,"3,171,992,679","3,126,036,315",
2003UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2003,"3212467,73","3,164,883,574",
2004UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2004,"3,253,262,282","3203974,19",
2005UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2005,"3,294,437,061","3,243,453,625",
2006UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2006,"3,336,034,241","3,283,368,103",
2007UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2007,"3,378,031,867","3,323,695,313",
2008UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2008,"3,420,341,562","3,364,420,996",
2009UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2009,"3,462,831,057","3,405,503,415",
2010UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2010,"3,505,392,696","3,446,894,209",
2011UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2011,"3,547,970,266","3,488,585,808",
2012UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2012,"3,590,549,813","3,530,540,013",
2013UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2013,"3,633,110,706","3572632,17",
2014UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2014,"3675643,69","3,614,702,666",
2015UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2015,"3,718,121,553","3,656,619,253",
2016UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2016,"3,760,522,222","3,698,324,533",
2017UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2017,"3,802,770,784","3,739,787,468",
2018UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2018,"3,844,723,734","3,780,936,195",
2019UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2019,"3,886,203,129","3,821,700,381",
2020UNITED NATIONS Regional Groups of Member States,UNITED NATIONS Regional Groups of Member States,2020,"3,927,074,349","3,862,024,825",
2001Uganda,Uganda,2001,"12,007,399","12,381,575",
2002Uganda,Uganda,2002,"12,394,688","12,772,573",
2003Uganda,Uganda,2003,"12,800,059","13,180,488",
2004Uganda,Uganda,2004,"13,216,406","13,604,894",
2005Uganda,Uganda,2005,"13,639,036","14,045,554",
2006Uganda,Uganda,2006,"14,067,537","14,503,938",
2007Uganda,Uganda,2007,"14,505,221","14,981,114",
2008Uganda,Uganda,2008,"14955,71","15,476,024",
2009Uganda,Uganda,2009,"15424,12","15,986,976",
2010Uganda,Uganda,2010,"15,914,819","16,513,345",
2011Uganda,Uganda,2011,"16,425,384","17,051,388",
2012Uganda,Uganda,2012,"16,956,092","17,602,608",
2013Uganda,Uganda,2013,"17516,98","18,177,539",
2014Uganda,Uganda,2014,"18,121,087","18,790,443",
2015Uganda,Uganda,2015,"18,775,708","19,449,739",
2016Uganda,Uganda,2016,"19,487,414","20,161,759",
2017Uganda,Uganda,2017,"20,248,172","20,918,416",
2018Uganda,Uganda,2018,"21,032,905","21,696,127",
2019Uganda,Uganda,2019,"21,807,166","22,462,421",
2020Uganda,Uganda,2020,"22,546,589","23,194,411",
2001Ukraine,Ukraine,2001,"22,517,799","25,883,849",
2002Ukraine,Ukraine,2002,"22,308,255","25,671,778",
2003Ukraine,Ukraine,2003,"22,108,644","25,473,819",
2004Ukraine,Ukraine,2004,"21,921,877","25,295,612",
2005Ukraine,Ukraine,2005,"21,750,106","25,140,669",
2006Ukraine,Ukraine,2006,"21,595,092","25,012,305",
2007Ukraine,Ukraine,2007,"21,457,512","24,908,835",
2008Ukraine,Ukraine,2008,"21,336,532","24,822,177",
2009Ukraine,Ukraine,2009,"21,230,325","24,740,617",
2010Ukraine,Ukraine,2010,"21,136,816","24655,27",
2011Ukraine,Ukraine,2011,"21,056,342","24,563,508",
2012Ukraine,Ukraine,2012,"20,987,404","24,466,401",
2013Ukraine,Ukraine,2013,"20,923,751","24,363,237",
2014Ukraine,Ukraine,2014,"20,857,268","24,254,262",
2015Ukraine,Ukraine,2015,"20,781,964","24,139,672",
2016Ukraine,Ukraine,2016,"20,695,238","24018,47",
2017Ukraine,Ukraine,2017,"20,597,841","23,889,867",
2018Ukraine,Ukraine,2018,"20,491,391","23,754,767",
2019Ukraine,Ukraine,2019,"20,379,023","23614,62",
